filename,class_name,label,left_ear,right_ear,avg_ear,mar,pitch,yaw,roll,eye_closed
alert_00020.jpg,alert,0,0.451967,0.465618,0.458792,0.642783,-168.4457,12.3716,4.2972,0
alert_00021.jpg,alert,0,0.466911,0.476334,0.471622,0.613097,-168.2798,12.7644,4.4613,0
alert_00022.jpg,alert,0,0.460494,0.472063,0.466279,0.626199,-169.3683,13.0437,4.0557,0
alert_00023.jpg,alert,0,0.457263,0.476603,0.466933,0.625665,-168.7496,11.8307,4.1695,0
alert_00024.jpg,alert,0,0.46115,0.485796,0.473473,0.610147,-168.1253,13.3682,4.4783,0
alert_00025.jpg,alert,0,0.452973,0.484183,0.468578,0.589534,-167.5309,11.5856,4.4455,0
alert_00026.jpg,alert,0,0.464135,0.489816,0.476976,0.592024,-167.6884,13.2073,4.7574,0
alert_00027.jpg,alert,0,0.461295,0.483242,0.472268,0.637551,-168.3184,12.7038,4.5058,0
alert_00028.jpg,alert,0,0.447301,0.469634,0.458468,0.622625,-167.8482,11.9039,4.4533,0
alert_00029.jpg,alert,0,0.453665,0.475314,0.46449,0.60759,-167.7454,11.6175,4.5085,0
alert_00030.jpg,alert,0,0.457192,0.487422,0.472307,0.606265,-167.8598,12.2404,4.3355,0
alert_00031.jpg,alert,0,0.44665,0.465429,0.45604,0.604082,-167.8972,11.0512,4.2686,0
alert_00032.jpg,alert,0,0.445831,0.464439,0.455135,0.615984,-168.3504,12.5594,4.2221,0
alert_00033.jpg,alert,0,0.44873,0.474902,0.461816,0.61543,-168.4727,11.4554,4.4104,0
alert_00034.jpg,alert,0,0.461913,0.485862,0.473888,0.617063,-168.1334,11.9289,4.4287,0
alert_00035.jpg,alert,0,0.462901,0.482882,0.472892,0.619245,-168.4464,11.3162,4.6311,0
alert_00036.jpg,alert,0,0.461756,0.486211,0.473984,0.596487,-167.6862,11.5885,4.4538,0
alert_00037.jpg,alert,0,0.453587,0.475979,0.464783,0.638923,-168.4321,9.3522,4.0862,0
alert_00038.jpg,alert,0,0.448567,0.469321,0.458944,0.656847,-168.8612,11.922,4.4034,0
alert_00039.jpg,alert,0,0.417894,0.443042,0.430468,0.677091,-169.9069,12.3284,4.4118,0
alert_00040.jpg,alert,0,0.414792,0.446226,0.430509,0.663407,-169.1318,12.5489,4.5798,0
alert_00041.jpg,alert,0,0.431161,0.451548,0.441354,0.64724,-168.7088,12.6858,4.388,0
alert_00042.jpg,alert,0,0.40782,0.43882,0.42332,0.633347,-168.4623,12.4494,4.3316,0
alert_00043.jpg,alert,0,0.437053,0.454141,0.445597,0.624781,-168.5034,11.5309,4.1397,0
alert_00044.jpg,alert,0,0.438802,0.464124,0.451463,0.61616,-167.922,8.7003,4.4274,0
alert_00045.jpg,alert,0,0.428962,0.443705,0.436334,0.608268,-168.9311,9.0062,3.8033,0
alert_00046.jpg,alert,0,0.438428,0.464561,0.451494,0.631111,-168.9282,7.3498,3.4258,0
alert_00047.jpg,alert,0,0.403191,0.41917,0.41118,0.624928,-169.8074,7.3866,3.796,0
alert_00048.jpg,alert,0,0.428455,0.444712,0.436584,0.60014,-169.7787,8.0614,3.4645,0
alert_00049.jpg,alert,0,0.402413,0.41485,0.408632,0.607266,-170.0086,6.3921,3.1502,0
alert_00050.jpg,alert,0,0.399486,0.405232,0.402359,0.603519,-170.3759,5.3906,3.4488,0
alert_00051.jpg,alert,0,0.419854,0.432577,0.426215,0.603683,-170.1978,6.1687,2.8451,0
alert_00052.jpg,alert,0,0.421442,0.436026,0.428734,0.623147,-169.7203,7.9965,3.1132,0
alert_00053.jpg,alert,0,0.436536,0.44455,0.440543,0.630036,-168.868,6.7767,2.9472,0
alert_00054.jpg,alert,0,0.42662,0.446138,0.436379,0.619406,-169.6859,9.3603,3.0263,0
alert_00055.jpg,alert,0,0.416423,0.433742,0.425083,0.616126,-169.5121,9.9816,3.496,0
alert_00056.jpg,alert,0,0.421052,0.434748,0.4279,0.602794,-168.7923,7.2194,3.1617,0
alert_00057.jpg,alert,0,0.428752,0.439078,0.433915,0.600944,-169.2492,5.8293,2.5286,0
alert_00058.jpg,alert,0,0.43238,0.447599,0.43999,0.602065,-168.4098,4.3946,3.0441,0
alert_00059.jpg,alert,0,0.447047,0.448648,0.447848,0.617938,-168.8239,5.2312,2.4904,0
alert_00060.jpg,alert,0,0.449904,0.463548,0.456726,0.631942,-168.4393,8.1288,2.6287,0
alert_00061.jpg,alert,0,0.460642,0.476383,0.468512,0.623587,-167.1527,9.0751,3.3743,0
alert_00062.jpg,alert,0,0.446051,0.462022,0.454036,0.593282,-166.2312,8.7486,2.5013,0
alert_00063.jpg,alert,0,0.208413,0.219601,0.214007,0.629558,-168.0158,8.0811,3.1109,0
alert_00064.jpg,alert,0,0.419844,0.432349,0.426096,0.602049,-166.9941,10.367,2.6436,0
alert_00065.jpg,alert,0,0.422318,0.425545,0.423932,0.631257,-169.1273,6.1539,2.0134,0
alert_00066.jpg,alert,0,0.417303,0.439274,0.428288,0.618967,-168.861,8.0428,2.4072,0
alert_00067.jpg,alert,0,0.431744,0.459849,0.445797,0.639175,-168.0974,10.9437,2.3172,0
alert_00068.jpg,alert,0,0.441023,0.453662,0.447342,0.605967,-169.15,9.6832,2.5984,0
alert_00069.jpg,alert,0,0.419107,0.447568,0.433338,0.614485,-168.8783,10.2515,3.2059,0
alert_00070.jpg,alert,0,0.348526,0.371217,0.359872,0.613037,-170.6521,4.1861,2.7744,0
alert_00071.jpg,alert,0,0.363712,0.339337,0.351524,0.622345,-171.3199,7.4654,2.7776,0
alert_00072.jpg,alert,0,0.413226,0.433059,0.423142,0.601325,-170.9783,11.5047,2.7503,0
alert_00073.jpg,alert,0,0.409549,0.419088,0.414319,0.622142,-171.0957,10.1845,2.3589,0
alert_00074.jpg,alert,0,0.421441,0.44495,0.433196,0.626495,-169.6514,9.4166,2.3887,0
alert_00075.jpg,alert,0,0.449978,0.467359,0.458669,0.624268,-169.4702,10.6356,2.9298,0
alert_00076.jpg,alert,0,0.455443,0.48249,0.468966,0.597948,-169.6325,8.5387,2.5588,0
alert_00077.jpg,alert,0,0.456722,0.467638,0.46218,0.600213,-168.7889,11.0049,3.1839,0
alert_00078.jpg,alert,0,0.473148,0.496439,0.484794,0.589874,-169.0284,11.346,3.3093,0
alert_00079.jpg,alert,0,0.462484,0.470675,0.46658,0.590866,-169.0413,11.6007,2.9161,0
alert_00080.jpg,alert,0,0.457815,0.45755,0.457682,0.59961,-168.8475,12.3898,3.4789,0
alert_00081.jpg,alert,0,0.449758,0.461557,0.455658,0.634187,-169.2254,10.9938,3.1696,0
alert_00082.jpg,alert,0,0.439158,0.467566,0.453362,0.641748,-168.5084,10.5689,3.0919,0
alert_00083.jpg,alert,0,0.449906,0.46235,0.456128,0.639737,-167.8059,9.7987,3.25,0
alert_00084.jpg,alert,0,0.441119,0.456436,0.448778,0.619055,-167.5654,10.1109,3.3516,0
alert_00085.jpg,alert,0,0.448257,0.468004,0.45813,0.625093,-168.0059,10.0918,3.0396,0
alert_00086.jpg,alert,0,0.462863,0.474273,0.468568,0.646378,-167.4184,8.9488,3.7112,0
alert_00087.jpg,alert,0,0.474973,0.475486,0.47523,0.623993,-166.8037,7.9935,3.1775,0
alert_00088.jpg,alert,0,0.4626,0.475169,0.468885,0.644687,-167.0099,8.8215,3.6826,0
alert_00089.jpg,alert,0,0.47586,0.491291,0.483576,0.591406,-165.7652,8.2435,4.0239,0
alert_00090.jpg,alert,0,0.467017,0.493472,0.480244,0.585434,-166.3212,8.2082,4.3521,0
alert_00091.jpg,alert,0,0.472964,0.503809,0.488386,0.589691,-165.6777,9.7962,4.629,0
alert_00092.jpg,alert,0,0.478363,0.50005,0.489206,0.5799,-165.4699,8.8302,4.6597,0
alert_00093.jpg,alert,0,0.48702,0.50997,0.498495,0.588283,-165.6895,11.9594,4.9076,0
alert_00094.jpg,alert,0,0.498845,0.517383,0.508114,0.597979,-166.1362,11.1313,4.8419,0
alert_00095.jpg,alert,0,0.494192,0.502552,0.498372,0.592189,-165.5871,10.4762,4.5667,0
alert_00096.jpg,alert,0,0.490287,0.501348,0.495818,0.599251,-166.3433,10.2134,4.7616,0
alert_00097.jpg,alert,0,0.480803,0.505742,0.493272,0.604347,-166.7496,10.6255,4.7798,0
alert_00098.jpg,alert,0,0.4541,0.467181,0.46064,0.610573,-167.0179,9.4193,4.0876,0
alert_00099.jpg,alert,0,0.452678,0.463191,0.457934,0.610904,-168.7177,9.7847,4.5293,0
alert_00100.jpg,alert,0,0.454409,0.470576,0.462492,0.61311,-169.0578,10.9788,4.8372,0
alert_00101.jpg,alert,0,0.426718,0.446643,0.43668,0.628135,-169.815,11.1784,4.4915,0
alert_00102.jpg,alert,0,0.41681,0.432124,0.424467,0.64245,-169.526,10.0841,4.2612,0
alert_00103.jpg,alert,0,0.413653,0.431369,0.422511,0.611306,-169.5854,9.9149,4.3423,0
alert_00104.jpg,alert,0,0.420085,0.434499,0.427292,0.60919,-169.7372,11.2736,4.2492,0
alert_00105.jpg,alert,0,0.411756,0.424588,0.418172,0.622501,-169.917,10.343,3.8993,0
alert_00106.jpg,alert,0,0.417967,0.441875,0.429921,0.603193,-169.4139,11.679,3.1289,0
alert_00107.jpg,alert,0,0.440774,0.457527,0.44915,0.60727,-169.7035,11.6921,3.3617,0
alert_00108.jpg,alert,0,0.430053,0.46063,0.445342,0.616548,-169.9895,11.3585,3.4931,0
alert_00109.jpg,alert,0,0.421103,0.431068,0.426086,0.567805,-170.9335,11.768,2.8834,0
alert_00110.jpg,alert,0,0.424829,0.426572,0.425701,0.618629,-171.7094,10.4212,3.4138,0
alert_00111.jpg,alert,0,0.394691,0.398589,0.39664,0.614303,-171.5555,10.2356,3.2309,0
alert_00112.jpg,alert,0,0.408695,0.410664,0.40968,0.628158,-172.7805,8.7139,2.6568,0
alert_00113.jpg,alert,0,0.404014,0.413496,0.408755,0.646316,-173.7006,7.9941,2.3726,0
alert_00114.jpg,alert,0,0.385263,0.402259,0.393761,0.649659,-173.5398,8.0896,2.278,0
alert_00115.jpg,alert,0,0.403263,0.400084,0.401674,0.610245,-173.4441,5.7467,2.3506,0
alert_00116.jpg,alert,0,0.404064,0.42741,0.415737,0.628223,-173.2157,7.6046,3.2999,0
alert_00117.jpg,alert,0,0.404365,0.431282,0.417824,0.631624,-172.9875,9.1401,2.8322,0
alert_00118.jpg,alert,0,0.365953,0.397052,0.381502,0.603589,-173.8513,7.3969,3.0218,0
alert_00119.jpg,alert,0,0.405219,0.43128,0.41825,0.633873,-173.6228,8.7929,3.1581,0
alert_00120.jpg,alert,0,0.41774,0.439804,0.428772,0.628709,-172.5204,5.6599,2.9319,0
alert_00121.jpg,alert,0,0.406104,0.41433,0.410217,0.631609,-172.5853,8.4311,3.1339,0
alert_00122.jpg,alert,0,0.382139,0.413842,0.39799,0.607091,-171.9817,8.4011,4.1992,0
alert_00123.jpg,alert,0,0.38841,0.418492,0.403451,0.643135,-171.5637,7.9888,3.9645,0
alert_00124.jpg,alert,0,0.407822,0.435045,0.421434,0.612082,-171.9497,6.873,2.5361,0
alert_00125.jpg,alert,0,0.423279,0.44767,0.435474,0.631944,-171.5221,6.3561,3.3351,0
alert_00126.jpg,alert,0,0.398337,0.427891,0.413114,0.636423,-170.1532,8.1325,3.0062,0
alert_00127.jpg,alert,0,0.401016,0.428714,0.414865,0.622508,-170.9223,4.9373,2.481,0
alert_00128.jpg,alert,0,0.417143,0.45758,0.437361,0.622992,-171.0757,8.0429,1.9753,0
alert_00129.jpg,alert,0,0.438667,0.484533,0.4616,0.625265,-169.8684,7.8666,2.65,0
alert_00130.jpg,alert,0,0.409953,0.442011,0.425982,0.618758,-170.4334,6.2691,1.9883,0
alert_00131.jpg,alert,0,0.445775,0.475141,0.460458,0.650104,-171.1392,4.9866,1.4953,0
alert_00132.jpg,alert,0,0.408503,0.45468,0.431592,0.651048,-170.5541,7.5108,1.8398,0
alert_00133.jpg,alert,0,0.409849,0.439476,0.424662,0.629998,-170.2075,6.4082,1.6996,0
alert_00134.jpg,alert,0,0.407289,0.448937,0.428113,0.659908,-169.5522,8.2755,1.4082,0
alert_00135.jpg,alert,0,0.440935,0.471526,0.45623,0.584701,-168.3191,10.8406,2.752,0
alert_00136.jpg,alert,0,0.40637,0.451275,0.428822,0.629752,-168.6575,9.1848,1.3325,0
alert_00137.jpg,alert,0,0.404969,0.463724,0.434346,0.613126,-167.0895,13.0682,2.2896,0
alert_00138.jpg,alert,0,0.423049,0.460396,0.441722,0.602168,-168.0831,11.4363,1.7594,0
alert_00139.jpg,alert,0,0.426636,0.460057,0.443346,0.627477,-167.2071,12.8015,1.7262,0
alert_00140.jpg,alert,0,0.406131,0.429102,0.417616,0.610514,-167.9728,10.5493,1.1564,0
alert_00141.jpg,alert,0,0.392942,0.430175,0.411558,0.622894,-168.0814,12.2951,1.2834,0
alert_00142.jpg,alert,0,0.421777,0.456086,0.438932,0.628183,-167.8084,12.8258,1.9665,0
alert_00143.jpg,alert,0,0.410096,0.424645,0.41737,0.63574,-167.8,10.4188,1.4525,0
alert_00144.jpg,alert,0,0.432076,0.443565,0.43782,0.636916,-167.8524,8.198,1.9181,0
alert_00145.jpg,alert,0,0.413401,0.427253,0.420327,0.62696,-168.3886,8.549,1.5527,0
alert_00146.jpg,alert,0,0.389958,0.415992,0.402975,0.641213,-168.9633,7.7699,1.6183,0
alert_00147.jpg,alert,0,0.419694,0.424091,0.421892,0.598833,-167.9782,6.6027,2.1667,0
alert_00148.jpg,alert,0,0.407151,0.401108,0.40413,0.613868,-168.6646,7.6052,2.4259,0
alert_00149.jpg,alert,0,0.41188,0.396405,0.404142,0.598559,-169.3255,-5.1062,1.3918,0
alert_00150.jpg,alert,0,0.161932,0.16197,0.161951,0.601694,-168.273,2.9123,2.9797,1
alert_00151.jpg,alert,0,0.37606,0.382976,0.379518,0.570328,-168.6817,-3.2225,1.9519,0
alert_00152.jpg,alert,0,0.40262,0.393349,0.397984,0.606881,-168.002,-2.3379,1.4196,0
alert_00153.jpg,alert,0,0.387302,0.379431,0.383366,0.539588,-166.2553,1.8655,2.9241,0
alert_00154.jpg,alert,0,0.373156,0.370339,0.371748,0.542726,-167.4444,-3.3807,2.6179,0
alert_00155.jpg,alert,0,0.348286,0.330904,0.339595,0.548037,-167.4943,-1.7998,3.844,0
alert_00156.jpg,alert,0,0.356377,0.366932,0.361654,0.538599,-168.9829,-4.0781,3.6271,0
alert_00157.jpg,alert,0,0.360648,0.340042,0.350345,0.527297,-169.5715,-3.9244,3.5035,0
alert_00158.jpg,alert,0,0.340259,0.333791,0.337025,0.541361,-169.1475,-3.1195,4.1871,0
alert_00159.jpg,alert,0,0.360977,0.355841,0.358409,0.570453,-170.3467,-4.7476,3.7334,0
alert_00160.jpg,alert,0,0.353722,0.341754,0.347738,0.633537,-174.8998,-8.8827,5.2573,0
alert_00161.jpg,alert,0,0.346593,0.329288,0.33794,0.650908,-176.7663,-7.1786,4.8725,0
alert_00162.jpg,alert,0,0.354161,0.369871,0.362016,0.671671,-176.248,0.3405,3.5471,0
alert_00163.jpg,alert,0,0.339921,0.333358,0.33664,0.693188,-177.9206,-2.0473,4.8109,0
alert_00164.jpg,alert,0,0.08044,0.024169,0.052304,0.654179,-175.4271,3.6272,3.3524,1
alert_00165.jpg,alert,0,0.360867,0.39571,0.378288,0.696294,-175.455,9.1843,3.8741,0
alert_00166.jpg,alert,0,0.369177,0.390537,0.379857,0.661792,-175.6315,10.7562,4.6463,0
alert_00167.jpg,alert,0,0.383208,0.410697,0.396952,0.62509,-173.39,15.6586,3.9862,0
alert_00168.jpg,alert,0,0.431396,0.4692,0.450298,0.637794,-172.0532,14.8749,4.162,0
alert_00169.jpg,alert,0,0.451581,0.482359,0.46697,0.61822,-171.2871,16.9126,3.8329,0
alert_00170.jpg,alert,0,0.4327,0.466301,0.4495,0.617115,-172.4933,13.9614,3.0353,0
alert_00171.jpg,alert,0,0.428079,0.467857,0.447968,0.683669,-171.1618,15.5678,3.3544,0
alert_00172.jpg,alert,0,0.43022,0.454335,0.442278,0.643834,-171.4602,15.9818,3.634,0
alert_00173.jpg,alert,0,0.400904,0.43824,0.419572,0.611534,-170.9803,16.0263,3.4126,0
alert_00174.jpg,alert,0,0.358236,0.404752,0.381494,0.638961,-171.6023,10.6017,2.9367,0
alert_00175.jpg,alert,0,0.289294,0.34469,0.316992,0.602152,-170.5023,15.4509,3.4183,0
alert_00176.jpg,alert,0,0.170664,0.210042,0.190353,0.585831,-170.3657,11.0606,3.0296,1
alert_00177.jpg,alert,0,0.332053,0.309147,0.3206,0.586587,-168.5906,9.5305,2.9281,0
alert_00178.jpg,alert,0,0.376507,0.411161,0.393834,0.661531,-168.9341,11.7724,3.6231,0
alert_00179.jpg,alert,0,0.420632,0.452273,0.436452,0.62198,-166.6598,9.9436,3.7531,0
alert_00180.jpg,alert,0,0.322491,0.267931,0.295211,0.62134,-179.4258,-7.2298,1.4229,0
alert_00181.jpg,alert,0,0.302412,0.280226,0.291319,0.616304,174.671,-8.945,-0.2403,0
alert_00182.jpg,alert,0,0.32556,0.282235,0.303898,0.650205,172.0514,-7.5607,1.2528,0
alert_00183.jpg,alert,0,0.253028,0.228385,0.240706,0.675434,-179.9041,-1.7111,2.1356,0
alert_00184.jpg,alert,0,0.227502,0.215873,0.221688,0.63279,177.6235,-2.5126,-4.7237,0
alert_00185.jpg,alert,0,0.260156,0.184177,0.222166,0.685098,175.3393,-0.4646,-2.3951,0
alert_00186.jpg,alert,0,0.247405,0.191564,0.219485,0.614815,-179.1373,-4.305,-5.0853,0
alert_00187.jpg,alert,0,0.276491,0.2681,0.272296,0.611928,-174.6814,-3.0523,-6.5322,0
alert_00188.jpg,alert,0,0.343625,0.323858,0.333742,0.58438,-169.3784,2.1777,-6.274,0
alert_00189.jpg,alert,0,0.366549,0.393682,0.380116,0.549514,-168.1644,2.852,-6.8336,0
alert_00190.jpg,alert,0,0.403244,0.446751,0.424998,0.626346,-166.9549,8.6366,-2.8909,0
alert_00191.jpg,alert,0,0.437995,0.480636,0.459316,0.60514,-172.2246,6.835,176.3538,0
alert_00192.jpg,alert,0,0.459006,0.465345,0.462176,0.659298,-164.2247,-5.6438,-1.7432,0
alert_00193.jpg,alert,0,0.454604,0.474087,0.464345,0.592621,-165.3055,-0.695,-0.3661,0
alert_00194.jpg,alert,0,0.435572,0.472649,0.45411,0.610186,-163.9747,5.2574,1.4418,0
alert_00195.jpg,alert,0,0.404547,0.422769,0.413658,0.594422,-162.561,23.7898,-176.7546,0
alert_00196.jpg,alert,0,0.453613,0.4746,0.464106,0.603585,-163.5304,24.26,-177.2035,0
alert_00197.jpg,alert,0,0.436274,0.471531,0.453902,0.589926,-160.358,20.2055,-176.2707,0
alert_00198.jpg,alert,0,0.438655,0.439734,0.439195,0.62662,-168.1118,2.9325,1.8487,0
alert_00199.jpg,alert,0,0.429458,0.463171,0.446314,0.615043,-169.1009,9.8432,1.7478,0
alert_00200.jpg,alert,0,0.434189,0.444973,0.439581,0.630656,-160.2884,25.0507,-175.1247,0
alert_00201.jpg,alert,0,0.411805,0.417662,0.414734,0.592404,-159.4872,19.9482,-176.6958,0
alert_00202.jpg,alert,0,0.437523,0.445365,0.441444,0.610134,-159.4253,17.2197,-176.5045,0
alert_00203.jpg,alert,0,0.426671,0.445502,0.436087,0.632231,-168.6823,9.8286,1.5618,0
alert_00204.jpg,alert,0,0.425301,0.434995,0.430148,0.631702,-167.0361,4.9917,0.9979,0
alert_00205.jpg,alert,0,0.436637,0.448188,0.442412,0.636642,-167.9856,-3.5631,1.2404,0
alert_00206.jpg,alert,0,0.432648,0.416177,0.424412,0.620989,-162.1556,3.4068,-178.1755,0
alert_00207.jpg,alert,0,0.428891,0.409385,0.419138,0.625216,-168.5359,-6.1231,1.4822,0
alert_00208.jpg,alert,0,0.452102,0.451924,0.452013,0.648254,-169.2025,-10.8587,1.411,0
alert_00209.jpg,alert,0,0.40977,0.400423,0.405096,0.608065,-166.6314,4.8263,2.014,0
alert_00210.jpg,alert,0,0.407085,0.393353,0.400219,0.610142,-167.9376,-5.5513,1.9137,0
alert_00211.jpg,alert,0,0.435031,0.460765,0.447898,0.674958,-167.2129,2.6391,1.7018,0
alert_00212.jpg,alert,0,0.44549,0.481682,0.463586,0.655361,-167.1852,8.3262,2.04,0
alert_00213.jpg,alert,0,0.425209,0.464284,0.444746,0.647077,-165.686,5.7244,2.5395,0
alert_00214.jpg,alert,0,0.437517,0.471546,0.454532,0.604792,-170.8257,21.5103,-178.2843,0
alert_00215.jpg,alert,0,0.464125,0.48811,0.476118,0.597807,-166.2483,2.1661,2.1757,0
alert_00216.jpg,alert,0,0.48115,0.50789,0.49452,0.618778,-169.948,21.5469,-178.9185,0
alert_00217.jpg,alert,0,0.470846,0.494599,0.482722,0.5998,-168.2694,19.9434,-178.3759,0
alert_00218.jpg,alert,0,0.476468,0.491589,0.484028,0.648686,-170.4147,25.8847,-178.5046,0
alert_00219.jpg,alert,0,0.460021,0.484772,0.472396,0.617807,-173.0161,28.7973,-178.5456,0
alert_00220.jpg,alert,0,0.459609,0.500352,0.479981,0.594702,-169.1035,24.1697,-177.7877,0
alert_00221.jpg,alert,0,0.459099,0.475755,0.467427,0.543259,-167.1383,7.4566,-178.6211,0
alert_00222.jpg,alert,0,0.465813,0.489298,0.477556,0.50905,-166.3861,13.1433,-178.6105,0
alert_00223.jpg,alert,0,0.433788,0.470018,0.451903,0.578634,-168.0382,27.4214,-177.1009,0
alert_00224.jpg,alert,0,0.447834,0.453787,0.45081,0.581244,-166.335,23.1881,-178.5481,0
alert_00225.jpg,alert,0,0.42107,0.403981,0.412526,0.578147,-163.0649,19.7193,-177.7414,0
alert_00226.jpg,alert,0,0.447996,0.468451,0.458224,0.608389,-161.12,22.6631,-177.0094,0
alert_00227.jpg,alert,0,0.427802,0.421664,0.424733,0.589432,-160.0251,19.5345,-177.3317,0
alert_00228.jpg,alert,0,0.444713,0.455951,0.450332,0.597446,-160.2561,20.569,-178.4621,0
alert_00229.jpg,alert,0,0.443781,0.439765,0.441773,0.590033,-159.5769,17.0515,-178.3934,0
alert_00230.jpg,alert,0,0.428543,0.426513,0.427528,0.64493,-168.4061,2.7553,0.1621,0
alert_00231.jpg,alert,0,0.399853,0.423693,0.411773,0.658057,-169.916,2.8286,0.692,0
alert_00232.jpg,alert,0,0.433436,0.425707,0.429572,0.656621,-170.4782,-0.9809,0.6055,0
alert_00233.jpg,alert,0,0.425615,0.433853,0.429734,0.58323,-167.6299,2.7194,1.1194,0
alert_00234.jpg,alert,0,0.390534,0.393023,0.391779,0.623354,-169.2824,6.9723,1.0081,0
alert_00235.jpg,alert,0,0.432623,0.435002,0.433812,0.605698,-167.5451,1.4367,1.524,0
alert_00236.jpg,alert,0,0.393892,0.417501,0.405696,0.59956,-160.9364,13.7506,-177.9516,0
alert_00237.jpg,alert,0,0.378476,0.377152,0.377814,0.609632,-161.2315,9.5774,-178.0072,0
alert_00238.jpg,alert,0,0.434528,0.422076,0.428302,0.607799,-161.714,15.7307,-176.1507,0
alert_00239.jpg,alert,0,0.442122,0.429969,0.436046,0.575289,-160.1258,7.467,-177.3528,0
alert_00240.jpg,alert,0,0.44227,0.450065,0.446168,0.585086,-159.586,11.9454,-176.3781,0
alert_00241.jpg,alert,0,0.416574,0.415129,0.415852,0.620504,-162.0418,16.8587,-176.1035,0
alert_00242.jpg,alert,0,0.410208,0.415109,0.412659,0.595314,-161.4329,16.9244,-175.0758,0
alert_00243.jpg,alert,0,0.400662,0.43966,0.420161,0.570442,-166.4601,17.416,5.1903,0
alert_00244.jpg,alert,0,0.393105,0.471523,0.432314,0.572208,-169.9219,37.9018,-175.2329,0
alert_00245.jpg,alert,0,0.390331,0.477022,0.433676,0.622646,-168.982,22.7015,5.1942,0
alert_00246.jpg,alert,0,0.395467,0.494559,0.445013,0.598095,-170.0966,24.5877,4.051,0
alert_00247.jpg,alert,0,0.392769,0.501479,0.447124,0.630137,-169.7523,24.3529,4.2821,0
alert_00248.jpg,alert,0,0.373168,0.427789,0.400478,0.610252,-169.1666,20.874,3.1675,0
alert_00249.jpg,alert,0,0.356139,0.404696,0.380417,0.599565,-169.7591,13.316,0.6051,0
alert_00250.jpg,alert,0,0.427607,0.427913,0.42776,0.627714,-167.3939,-3.0521,-0.2891,0
alert_00251.jpg,alert,0,0.438443,0.407674,0.423058,0.582573,-163.5162,-24.8825,-5.2077,0
alert_00252.jpg,alert,0,0.46867,0.39143,0.43005,0.563492,-163.1215,-34.4721,-7.3771,0
alert_00253.jpg,alert,0,0.514655,0.415615,0.465135,0.546761,-162.9796,-37.2715,-6.7072,0
alert_00254.jpg,alert,0,0.449217,0.401362,0.42529,0.571139,-163.1337,-32.2768,-3.5165,0
alert_00255.jpg,alert,0,0.435045,0.39369,0.414368,0.549347,-162.126,-31.1217,-1.8807,0
alert_00256.jpg,alert,0,0.456502,0.393175,0.424838,0.561244,-170.1371,-34.5722,1.453,0
alert_00257.jpg,alert,0,0.439235,0.381474,0.410354,0.649814,179.8434,-34.873,5.0531,0
alert_00258.jpg,alert,0,0.449035,0.374714,0.411875,0.592304,175.9671,-33.4754,9.6436,0
alert_00259.jpg,alert,0,0.414042,0.368052,0.391047,0.640304,172.7473,-27.6049,8.3924,0
alert_00260.jpg,alert,0,0.401152,0.354185,0.377668,0.616969,174.091,-28.1436,7.2253,0
alert_00261.jpg,alert,0,0.373892,0.33141,0.352651,0.607442,176.5261,-25.5642,1.3805,0
